,Year,Commodity,Value,Category
1287,2011.0,Goats slaughtered,66.11,Slaughtered Animals
1288,2012.0,Goats slaughtered,61.80,Slaughtered Animals
1289,2013.0,Goats slaughtered,80.50,Slaughtered Animals
1290,2014.0,Goats slaughtered,120.22,Slaughtered Animals
1291,2015.0,Goats slaughtered,166.73,Slaughtered Animals
1292,2016.0,Goats slaughtered,202.22,Slaughtered Animals
1293,2017.0,Goats slaughtered,141.09,Slaughtered Animals
1294,2018.0,Goats slaughtered,128.22,Slaughtered Animals
1295,2019.0,Goats slaughtered,162.08,Slaughtered Animals
1296,2020.0,Goats slaughtered,134.09,Slaughtered Animals
1297,2021.0,Goats slaughtered,214.23,Slaughtered Animals
1298,2022.0,Goats slaughtered,133.95,Slaughtered Animals
1299,2023.0,Goats slaughtered,142.98,Slaughtered Animals
1300,1974.0,Other livestock slaughterings,0.00,Slaughtered Animals
1301,1975.0,Other livestock slaughterings,0.00,Slaughtered Animals
1302,1976.0,Other livestock slaughterings,0.00,Slaughtered Animals
1303,1977.0,Other livestock slaughterings,0.00,Slaughtered Animals
1304,1978.0,Other livestock slaughterings,0.00,Slaughtered Animals
1305,1979.0,Other livestock slaughterings,0.00,Slaughtered Animals
1306,1980.0,Other livestock slaughterings,0.00,Slaughtered Animals
1307,1981.0,Other livestock slaughterings,0.00,Slaughtered Animals
1308,1982.0,Other livestock slaughterings,0.00,Slaughtered Animals
1309,1983.0,Other livestock slaughterings,22.80,Slaughtered Animals
1310,1984.0,Other livestock slaughterings,61.40,Slaughtered Animals
1311,1985.0,Other livestock slaughterings,13.10,Slaughtered Animals
1312,1986.0,Other livestock slaughterings,16.70,Slaughtered Animals
1313,1987.0,Other livestock slaughterings,17.80,Slaughtered Animals
1314,1988.0,Other livestock slaughterings,20.90,Slaughtered Animals
1315,1989.0,Other livestock slaughterings,22.30,Slaughtered Animals
1316,1990.0,Other livestock slaughterings,16.70,Slaughtered Animals
1317,1991.0,Other livestock slaughterings,44.60,Slaughtered Animals
1318,1992.0,Other livestock slaughterings,42.80,Slaughtered Animals
1319,1993.0,Other livestock slaughterings,53.80,Slaughtered Animals
1320,1994.0,Other livestock slaughterings,45.20,Slaughtered Animals
1321,1995.0,Other livestock slaughterings,46.70,Slaughtered Animals
1322,1996.0,Other livestock slaughterings,39.90,Slaughtered Animals
1323,1997.0,Other livestock slaughterings,24.10,Slaughtered Animals
1324,1998.0,Other livestock slaughterings,17.50,Slaughtered Animals
1325,1999.0,Other livestock slaughterings,19.50,Slaughtered Animals
1326,2000.0,Other livestock slaughterings,3.22,Slaughtered Animals
1327,2001.0,Other livestock slaughterings,10.81,Slaughtered Animals
1328,2002.0,Other livestock slaughterings,10.40,Slaughtered Animals
1329,2003.0,Other livestock slaughterings,7.35,Slaughtered Animals
1330,2004.0,Other livestock slaughterings,1.03,Slaughtered Animals
1331,2005.0,Other livestock slaughterings,1.03,Slaughtered Animals
1332,2006.0,Other livestock slaughterings,1.60,Slaughtered Animals
1333,2007.0,Other livestock slaughterings,5.34,Slaughtered Animals
1334,2008.0,Other livestock slaughterings,4.18,Slaughtered Animals
1335,2009.0,Other livestock slaughterings,11.54,Slaughtered Animals
1336,2010.0,Other livestock slaughterings,21.50,Slaughtered Animals
1337,2011.0,Other livestock slaughterings,24.89,Slaughtered Animals
1338,2012.0,Other livestock slaughterings,27.01,Slaughtered Animals
1339,2013.0,Other livestock slaughterings,22.72,Slaughtered Animals
1340,2014.0,Other livestock slaughterings,24.43,Slaughtered Animals
1341,2015.0,Other livestock slaughterings,17.72,Slaughtered Animals
1342,2016.0,Other livestock slaughterings,42.03,Slaughtered Animals
1343,2017.0,Other livestock slaughterings,44.69,Slaughtered Animals
1344,2018.0,Other livestock slaughterings,47.87,Slaughtered Animals
1345,2019.0,Other livestock slaughterings,47.11,Slaughtered Animals
1346,2020.0,Other livestock slaughterings,49.17,Slaughtered Animals
1347,2021.0,Other livestock slaughterings,62.65,Slaughtered Animals
1348,2022.0,Other livestock slaughterings,69.56,Slaughtered Animals
1349,2023.0,Other livestock slaughterings,52.00,Slaughtered Animals
1350,1974.0,Live cattle,0.0,Live Animals
1351,1975.0,Live cattle,0.0,Live Animals
1352,1976.0,Live cattle,0.61,Live Animals
1353,1977.0,Live cattle,0.65,Live Animals
1354,1978.0,Live cattle,1.28,Live Animals
1355,1979.0,Live cattle,1.83,Live Animals
1356,1980.0,Live cattle,1.68,Live Animals
1357,1981.0,Live cattle,1.44,Live Animals
1358,1982.0,Live cattle,3.23,Live Animals
1359,1983.0,Live cattle,7.55,Live Animals
1360,1984.0,Live cattle,14.43,Live Animals
1361,1985.0,Live cattle,30.26,Live Animals
1362,1986.0,Live cattle,34.43,Live Animals
1363,1987.0,Live cattle,33.40,Live Animals
1364,1988.0,Live cattle,60.00,Live Animals
1365,1989.0,Live cattle,51.60,Live Animals
1366,1990.0,Live cattle,63.84,Live Animals
1367,1991.0,Live cattle,75.90,Live Animals
1368,1992.0,Live cattle,80.96,Live Animals
1369,1993.0,Live cattle,124.52,Live Animals
1370,1994.0,Live cattle,215.52,Live Animals
1371,1995.0,Live cattle,368.39,Live Animals
1372,1996.0,Live cattle,445.06,Live Animals
1373,1997.0,Live cattle,352.35,Live Animals
1374,1998.0,Live cattle,350.97,Live Animals
1375,1999.0,Live cattle,439.64,Live Animals
1376,2000.0,Live cattle,497.68,Live Animals
1377,2001.0,Live cattle,561.33,Live Animals
1378,2002.0,Live cattle,607.50,Live Animals
1379,2003.0,Live cattle,461.24,Live Animals
1380,2004.0,Live cattle,463.97,Live Animals
1381,2005.0,Live cattle,403.95,Live Animals
1382,2006.0,Live cattle,496.92,Live Animals
1383,2007.0,Live cattle,540.67,Live Animals
1384,2008.0,Live cattle,646.01,Live Animals
1385,2009.0,Live cattle,701.15,Live Animals
1386,2010.0,Live cattle,659.65,Live Animals
1387,2011.0,Live cattle,650.77,Live Animals
1388,2012.0,Live cattle,589.23,Live Animals
1389,2013.0,Live cattle,1049.04,Live Animals
1390,2014.0,Live cattle,1363.19,Live Animals
1391,2015.0,Live cattle,1551.06,Live Animals
1392,2016.0,Live cattle,1199.04,Live Animals
1393,2017.0,Live cattle,1267.71,Live Animals
1394,2018.0,Live cattle,1644.13,Live Animals
1395,2019.0,Live cattle,1877.52,Live Animals
1396,2020.0,Live cattle,1506.77,Live Animals
1397,2021.0,Live cattle,1188.31,Live Animals
1398,2022.0,Live cattle,1154.95,Live Animals
1399,2023.0,Live cattle,869.78,Live Animals
1400,1974.0,Live sheep,16.50,Live Animals
1401,1975.0,Live sheep,19.70,Live Animals
1402,1976.0,Live sheep,49.70,Live Animals
1403,1977.0,Live sheep,105.10,Live Animals
1404,1978.0,Live sheep,116.50,Live Animals
1405,1979.0,Live sheep,159.00,Live Animals
1406,1980.0,Live sheep,171.00,Live Animals
1407,1981.0,Live sheep,175.00,Live Animals
1408,1982.0,Live sheep,176.00,Live Animals
1409,1983.0,Live sheep,218.00,Live Animals
1410,1984.0,Live sheep,201.00,Live Animals
1411,1985.0,Live sheep,169.00,Live Animals
1412,1986.0,Live sheep,197.00,Live Animals
1413,1987.0,Live sheep,221.00,Live Animals
1414,1988.0,Live sheep,197.38,Live Animals
1415,1989.0,Live sheep,103.98,Live Animals
1416,1990.0,Live sheep,48.02,Live Animals
1417,1991.0,Live sheep,90.51,Live Animals
1418,1992.0,Live sheep,122.57,Live Animals
1419,1993.0,Live sheep,150.80,Live Animals
1420,1994.0,Live sheep,185.07,Live Animals
1421,1995.0,Live sheep,227.06,Live Animals
1422,1996.0,Live sheep,192.94,Live Animals
1423,1997.0,Live sheep,199.97,Live Animals
1424,1998.0,Live sheep,185.37,Live Animals
1425,1999.0,Live sheep,185.50,Live Animals
1426,2000.0,Live sheep,264.48,Live Animals
1427,2001.0,Live sheep,398.88,Live Animals
1428,2002.0,Live sheep,415.29,Live Animals
1429,2003.0,Live sheep,268.43,Live Animals
1430,2004.0,Live sheep,210.19,Live Animals
1431,2005.0,Live sheep,297.19,Live Animals
1432,2006.0,Live sheep,289.59,Live Animals
1433,2007.0,Live sheep,287.19,Live Animals
1434,2008.0,Live sheep,340.08,Live Animals
1435,2009.0,Live sheep,297.76,Live Animals
1436,2010.0,Live sheep,348.07,Live Animals
1437,2011.0,Live sheep,344.97,Live Animals
1438,2012.0,Live sheep,200.84,Live Animals
1439,2013.0,Live sheep,184.69,Live Animals
1440,2014.0,Live sheep,244.80,Live Animals
1441,2015.0,Live sheep,227.51,Live Animals
1442,2016.0,Live sheep,232.99,Live Animals
1443,2017.0,Live sheep,258.76,Live Animals
1444,2018.0,Live sheep,121.05,Live Animals
1445,2019.0,Live sheep,157.29,Live Animals
1446,2020.0,Live sheep,92.79,Live Animals
1447,2021.0,Live sheep,85.17,Live Animals
1448,2022.0,Live sheep,84.94,Live Animals
1449,2023.0,Live sheep,46.29,Live Animals
1450,1974.0,Live goats,0.0,Live Animals
1451,1975.0,Live goats,0.0,Live Animals
1452,1976.0,Live goats,0.0,Live Animals
1453,1977.0,Live goats,0.0,Live Animals
1454,1978.0,Live goats,0.0,Live Animals
1455,1979.0,Live goats,0.00,Live Animals
1456,1980.0,Live goats,0.00,Live Animals
1457,1981.0,Live goats,0.00,Live Animals
1458,1982.0,Live goats,0.00,Live Animals
1459,1983.0,Live goats,0.00,Live Animals
1460,1984.0,Live goats,0.00,Live Animals
1461,1985.0,Live goats,0.00,Live Animals
1462,1986.0,Live goats,0.00,Live Animals
1463,1987.0,Live goats,2.61,Live Animals
1464,1988.0,Live goats,4.38,Live Animals
1465,1989.0,Live goats,3.80,Live Animals
1466,1990.0,Live goats,1.91,Live Animals
1467,1991.0,Live goats,3.80,Live Animals
1468,1992.0,Live goats,0.95,Live Animals
1469,1993.0,Live goats,1.94,Live Animals
1470,1994.0,Live goats,0.93,Live Animals
1471,1995.0,Live goats,1.60,Live Animals
1472,1996.0,Live goats,3.24,Live Animals
1473,1997.0,Live goats,3.07,Live Animals
1474,1998.0,Live goats,2.81,Live Animals
1475,1999.0,Live goats,3.25,Live Animals
1476,2000.0,Live goats,4.63,Live Animals
1477,2001.0,Live goats,8.90,Live Animals
1478,2002.0,Live goats,10.70,Live Animals
1479,2003.0,Live goats,8.59,Live Animals
1480,2004.0,Live goats,4.32,Live Animals
1481,2005.0,Live goats,5.45,Live Animals
1482,2006.0,Live goats,9.86,Live Animals
1483,2007.0,Live goats,9.95,Live Animals
1484,2008.0,Live goats,10.38,Live Animals
1485,2009.0,Live goats,10.96,Live Animals
1486,2010.0,Live goats,9.67,Live Animals
1487,2011.0,Live goats,9.65,Live Animals
1488,2012.0,Live goats,7.19,Live Animals
1489,2013.0,Live goats,9.88,Live Animals
1490,2014.0,Live goats,9.61,Live Animals
1491,2015.0,Live goats,10.33,Live Animals
1492,2016.0,Live goats,4.74,Live Animals
1493,2017.0,Live goats,4.92,Live Animals
1494,2018.0,Live goats,7.18,Live Animals
1495,2019.0,Live goats,6.01,Live Animals
1496,2020.0,Live goats,7.06,Live Animals
1497,2021.0,Live goats,1.90,Live Animals
1498,2022.0,Live goats,7.05,Live Animals
1499,2023.0,Live goats,8.38,Live Animals
1500,1974.0,Other live animals,0.0,Live Animals
1501,1975.0,Other live animals,0.0,Live Animals
1502,1976.0,Other live animals,0.0,Live Animals
1503,1977.0,Other live animals,0.0,Live Animals
1504,1978.0,Other live animals,0.0,Live Animals
1505,1979.0,Other live animals,0.0,Live Animals
1506,1980.0,Other live animals,0.0,Live Animals
1507,1981.0,Other live animals,0.0,Live Animals
1508,1982.0,Other live animals,0.0,Live Animals
1509,1983.0,Other live animals,0.0,Live Animals
1510,1984.0,Other live animals,0.0,Live Animals
1511,1985.0,Other live animals,0.0,Live Animals
1512,1986.0,Other live animals,0.0,Live Animals
1513,1987.0,Other live animals,0.0,Live Animals
1514,1988.0,Other live animals,32.64,Live Animals
1515,1989.0,Other live animals,30.82,Live Animals
1516,1990.0,Other live animals,39.25,Live Animals
1517,1991.0,Other live animals,31.51,Live Animals
1518,1992.0,Other live animals,42.27,Live Animals
1519,1993.0,Other live animals,45.74,Live Animals
1520,1994.0,Other live animals,50.62,Live Animals
1521,1995.0,Other live animals,62.16,Live Animals
1522,1996.0,Other live animals,64.19,Live Animals
1523,1997.0,Other live animals,75.65,Live Animals
1524,1998.0,Other live animals,73.19,Live Animals
1525,1999.0,Other live animals,105.79,Live Animals
1526,2000.0,Other live animals,104.17,Live Animals
1527,2001.0,Other live animals,142.52,Live Animals
1528,2002.0,Other live animals,134.31,Live Animals
1529,2003.0,Other live animals,126.87,Live Animals
1530,2004.0,Other live animals,112.62,Live Animals
1531,2005.0,Other live animals,130.97,Live Animals
1532,2006.0,Other live animals,160.25,Live Animals
1533,2007.0,Other live animals,105.35,Live Animals
1534,2008.0,Other live animals,168.47,Live Animals
1535,2009.0,Other live animals,146.60,Live Animals
1536,2010.0,Other live animals,103.28,Live Animals
1537,2011.0,Other live animals,98.86,Live Animals
1538,2012.0,Other live animals,159.75,Live Animals
1539,2013.0,Other live animals,126.60,Live Animals
1540,2014.0,Other live animals,145.77,Live Animals
1541,2015.0,Other live animals,187.12,Live Animals
1542,2016.0,Other live animals,181.58,Live Animals
1543,2017.0,Other live animals,188.54,Live Animals
1544,2018.0,Other live animals,183.98,Live Animals
1545,2019.0,Other live animals,190.28,Live Animals
1546,2020.0,Other live animals,170.69,Live Animals
1547,2021.0,Other live animals,189.84,Live Animals
1548,2022.0,Other live animals,203.04,Live Animals
1549,2023.0,Other live animals,198.56,Live Animals
1600,1974.0,Wool,952.72,Animal Products
1601,1975.0,Wool,999.60,Animal Products
1602,1976.0,Wool,1172.50,Animal Products
1603,1977.0,Wool,1206.30,Animal Products
1604,1978.0,Wool,1374.50,Animal Products
1605,1979.0,Wool,1651.40,Animal Products
1606,1980.0,Wool,1669.50,Animal Products
1607,1981.0,Wool,1788.70,Animal Products
1608,1982.0,Wool,1760.90,Animal Products
1609,1983.0,Wool,2016.10,Animal Products
1610,1984.0,Wool,2434.40,Animal Products
1611,1985.0,Wool,2693.40,Animal Products
1612,1986.0,Wool,3333.60,Animal Products
1613,1987.0,Wool,5517.30,Animal Products
1614,1988.0,Wool,5906.00,Animal Products
1615,1989.0,Wool,5718.10,Animal Products
1616,1990.0,Wool,4181.00,Animal Products
1617,1991.0,Wool,2980.00,Animal Products
1618,1992.0,Wool,2568.50,Animal Products
1619,1993.0,Wool,2449.60,Animal Products
1620,1994.0,Wool,3319.30,Animal Products
1621,1995.0,Wool,2559.70,Animal Products
1622,1996.0,Wool,2621.20,Animal Products
1623,1997.0,Wool,2753.90,Animal Products
1624,1998.0,Wool,2141.00,Animal Products
1625,1999.0,Wool,2149.20,Animal Products
1626,2000.0,Wool,2541.20,Animal Products
1627,2001.0,Wool,2713.20,Animal Products
1628,2002.0,Wool,3317.80,Animal Products
1629,2003.0,Wool,2396.50,Animal Products
1630,2004.0,Wool,2165.90,Animal Products
1631,2005.0,Wool,2053.90,Animal Products
1632,2006.0,Wool,2281.60,Animal Products
1633,2007.0,Wool,2309.00,Animal Products
1634,2008.0,Wool,1805.70,Animal Products
1635,2009.0,Wool,1927.54,Animal Products
1636,2010.0,Wool,2673.10,Animal Products
1637,2011.0,Wool,2734.10,Animal Products
1638,2012.0,Wool,2471.65,Animal Products
1639,2013.0,Wool,2530.41,Animal Products
1640,2014.0,Wool,2675.93,Animal Products
1641,2015.0,Wool,2964.86,Animal Products
1642,2016.0,Wool,3457.80,Animal Products
1643,2017.0,Wool,4480.82,Animal Products
1644,2018.0,Wool,4389.57,Animal Products
1645,2019.0,Wool,2745.47,Animal Products
1646,2020.0,Wool,2644.78,Animal Products
1647,2021.0,Wool,3229.58,Animal Products
1648,2022.0,Wool,3133.30,Animal Products
1649,2023.0,Wool,2815.05,Animal Products
1650,1974.0,Milk,518.51,Animal Products
1651,1975.0,Milk,490.28,Animal Products
1652,1976.0,Milk,520.89,Animal Products
1653,1977.0,Milk,553.33,Animal Products
1654,1978.0,Milk,627.73,Animal Products
1655,1979.0,Milk,675.98,Animal Products
1656,1980.0,Milk,885.14,Animal Products
1657,1981.0,Milk,1033.90,Animal Products
1658,1982.0,Milk,1186.50,Animal Products
1659,1983.0,Milk,1153.20,Animal Products
1660,1984.0,Milk,1035.40,Animal Products
1661,1985.0,Milk,1106.70,Animal Products
1662,1986.0,Milk,1257.40,Animal Products
1663,1987.0,Milk,1390.90,Animal Products
1664,1988.0,Milk,1635.10,Animal Products
1665,1989.0,Milk,1749.00,Animal Products
1666,1990.0,Milk,1824.80,Animal Products
1667,1991.0,Milk,1960.00,Animal Products
1668,1992.0,Milk,2314.40,Animal Products
1669,1993.0,Milk,2448.00,Animal Products
1670,1994.0,Milk,2419.10,Animal Products
1671,1995.0,Milk,2848.30,Animal Products
1672,1996.0,Milk,2808.90,Animal Products
1673,1997.0,Milk,2817.00,Animal Products
1674,1998.0,Milk,2899.60,Animal Products
1675,1999.0,Milk,2972.23,Animal Products
1676,2000.0,Milk,3053.30,Animal Products
1677,2001.0,Milk,3717.10,Animal Products
1678,2002.0,Milk,2795.20,Animal Products
1679,2003.0,Milk,2808.70,Animal Products
1680,2004.0,Milk,3193.80,Animal Products
1681,2005.0,Milk,3341.30,Animal Products
1682,2006.0,Milk,3177.60,Animal Products
1683,2007.0,Milk,4571.70,Animal Products
1684,2008.0,Milk,3987.60,Animal Products
1685,2009.0,Milk,3371.30,Animal Products
1686,2010.0,Milk,3931.80,Animal Products
1687,2011.0,Milk,3986.40,Animal Products
1688,2012.0,Milk,3687.33,Animal Products
1689,2013.0,Milk,4729.42,Animal Products
1690,2014.0,Milk,4722.07,Animal Products
1691,2015.0,Milk,4282.19,Animal Products
1692,2016.0,Milk,3694.76,Animal Products
1693,2017.0,Milk,4269.52,Animal Products
1694,2018.0,Milk,4374.46,Animal Products
1695,2019.0,Milk,4828.97,Animal Products
1696,2020.0,Milk,4687.96,Animal Products
1697,2021.0,Milk,4871.89,Animal Products
1698,2022.0,Milk,6081.55,Animal Products
1699,2023.0,Milk,6030.68,Animal Products
1700,1974.0,Eggs,169.67,Animal Products
1701,1975.0,Eggs,175.31,Animal Products
1702,1976.0,Eggs,178.59,Animal Products
1703,1977.0,Eggs,196.25,Animal Products
1704,1978.0,Eggs,196.95,Animal Products
1705,1979.0,Eggs,216.10,Animal Products
1706,1980.0,Eggs,227.40,Animal Products
1707,1981.0,Eggs,253.40,Animal Products
1708,1982.0,Eggs,275.30,Animal Products
1709,1983.0,Eggs,295.20,Animal Products
1710,1984.0,Eggs,291.20,Animal Products
1711,1985.0,Eggs,297.70,Animal Products
1712,1986.0,Eggs,291.60,Animal Products
1713,1987.0,Eggs,304.40,Animal Products
1714,1988.0,Eggs,321.40,Animal Products
1715,1989.0,Eggs,311.80,Animal Products
1716,1990.0,Eggs,321.10,Animal Products
1717,1991.0,Eggs,282.00,Animal Products
1718,1992.0,Eggs,286.50,Animal Products
1719,1993.0,Eggs,233.90,Animal Products
1720,1994.0,Eggs,230.60,Animal Products
1721,1995.0,Eggs,256.90,Animal Products
1722,1996.0,Eggs,274.90,Animal Products
1723,1997.0,Eggs,347.50,Animal Products
1724,1998.0,Eggs,337.00,Animal Products
1725,1999.0,Eggs,321.40,Animal Products
1726,2000.0,Eggs,332.70,Animal Products
1727,2001.0,Eggs,320.40,Animal Products
1728,2002.0,Eggs,294.00,Animal Products
1729,2003.0,Eggs,335.50,Animal Products
1730,2004.0,Eggs,327.90,Animal Products
1731,2005.0,Eggs,375.60,Animal Products
1732,2006.0,Eggs,387.60,Animal Products
1733,2007.0,Eggs,467.60,Animal Products
1734,2008.0,Eggs,446.90,Animal Products
1735,2009.0,Eggs,427.50,Animal Products
1736,2010.0,Eggs,566.40,Animal Products
1737,2011.0,Eggs,581.53,Animal Products
1738,2012.0,Eggs,644.37,Animal Products
1739,2013.0,Eggs,694.65,Animal Products
1740,2014.0,Eggs,725.38,Animal Products
1741,2015.0,Eggs,782.81,Animal Products
1742,2016.0,Eggs,819.60,Animal Products
1743,2017.0,Eggs,828.23,Animal Products
1744,2018.0,Eggs,832.89,Animal Products
1745,2019.0,Eggs,881.30,Animal Products
1746,2020.0,Eggs,1124.40,Animal Products
1747,2021.0,Eggs,967.35,Animal Products
1748,2022.0,Eggs,1144.66,Animal Products
1749,2023.0,Eggs,1199.91,Animal Products
1750,1974.0,Honey and beeswax,9.81,Animal Products
1751,1975.0,Honey and beeswax,11.09,Animal Products
1752,1976.0,Honey and beeswax,9.18,Animal Products
1753,1977.0,Honey and beeswax,14.58,Animal Products
1754,1978.0,Honey and beeswax,15.32,Animal Products
1755,1979.0,Honey and beeswax,20.77,Animal Products
1756,1980.0,Honey and beeswax,17.35,Animal Products
1757,1981.0,Honey and beeswax,20.19,Animal Products
1758,1982.0,Honey and beeswax,18.22,Animal Products
1759,1983.0,Honey and beeswax,20.84,Animal Products
1760,1984.0,Honey and beeswax,23.33,Animal Products
1761,1985.0,Honey and beeswax,27.42,Animal Products
1762,1986.0,Honey and beeswax,33.04,Animal Products
1763,1987.0,Honey and beeswax,34.46,Animal Products
1764,1988.0,Honey and beeswax,31.55,Animal Products
1765,1989.0,Honey and beeswax,27.66,Animal Products
1766,1990.0,Honey and beeswax,27.47,Animal Products
1767,1991.0,Honey and beeswax,26.46,Animal Products
1768,1992.0,Honey and beeswax,33.06,Animal Products
1769,1993.0,Honey and beeswax,35.10,Animal Products
1770,1994.0,Honey and beeswax,25.50,Animal Products
1771,1995.0,Honey and beeswax,42.20,Animal Products
1772,1996.0,Honey and beeswax,48.70,Animal Products
1773,1997.0,Honey and beeswax,39.40,Animal Products
1774,1998.0,Honey and beeswax,34.00,Animal Products
1775,1999.0,Honey and beeswax,37.80,Animal Products
1776,2000.0,Honey and beeswax,54.01,Animal Products
1777,2001.0,Honey and beeswax,77.32,Animal Products
1778,2002.0,Honey and beeswax,91.40,Animal Products
1779,2003.0,Honey and beeswax,79.42,Animal Products
1780,2004.0,Honey and beeswax,67.02,Animal Products
1781,2005.0,Honey and beeswax,65.50,Animal Products
1782,2006.0,Honey and beeswax,70.30,Animal Products
1783,2007.0,Honey and beeswax,63.28,Animal Products
1784,2008.0,Honey and beeswax,85.74,Animal Products
1785,2009.0,Honey and beeswax,80.36,Animal Products
1786,2010.0,Honey and beeswax,65.88,Animal Products
1787,2011.0,Honey and beeswax,79.38,Animal Products
1788,2012.0,Honey and beeswax,88.37,Animal Products
1789,2013.0,Honey and beeswax,88.04,Animal Products
1790,2014.0,Honey and beeswax,100.55,Animal Products
1791,2015.0,Honey and beeswax,110.24,Animal Products
1792,2016.0,Honey and beeswax,115.79,Animal Products
1793,2017.0,Honey and beeswax,140.18,Animal Products
1794,2018.0,Honey and beeswax,160.43,Animal Products
1795,2019.0,Honey and beeswax,211.92,Animal Products
1796,2020.0,Honey and beeswax,159.49,Animal Products
1797,2021.0,Honey and beeswax,150.19,Animal Products
1798,2022.0,Honey and beeswax,239.55,Animal Products
1799,2023.0,Honey and beeswax,263.33,Animal Products
